ИМПЕРИЯ|1335179407|nomail|Opera/9.80 (Android 2.1-update1; Linux; Opera Mobi/ADR-1203051631; U; ru) Presto/2.10.254 Version/12.00|141.0.8.158|
IMPERIA|1335179443|nomail|Opera/9.80 (Android 2.1-update1; Linux; Opera Mobi/ADR-1203051631; U; ru) Presto/2.10.254 Version/12.00|141.0.8.158|
IMPERIA25|1335179469|nomail|Opera/9.80 (Android 2.1-update1; Linux; Opera Mobi/ADR-1203051631; U; ru) Presto/2.10.254 Version/12.00|141.0.8.158|
УПА|1335179603|nomail|NokiaC3-01/5.0 (05.65) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|217.212.230.142|
!-Сила и Честь-!|1335179669|nomail|NokiaC3-01/5.0 (05.65) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|217.212.230.142|
!-Сила и Честь-!|1335179672|nomail|NokiaC3-01/5.0 (05.65) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|217.212.230.142|
GANGSTER|1335183891|nomail|Opera/9.80 (Android 2.2.2; Linux; Opera Mobi/ADR-1203051631; U; ru) Presto/2.10.254 Version/12.00|82.145.210.158|
GAMBIT|1335183915|nomail|Opera/9.80 (Android 2.2.2; Linux; Opera Mobi/ADR-1203051631; U; ru) Presto/2.10.254 Version/12.00|82.145.210.158|
Жихарь|1335197655|nomail|HD_mini_T5555 Opera/9.7 (Windows NT 5.1; U; ru)|85.26.164.173|
|1335197799|nomail|NokiaX2-00|82.145.209.194|
aaa2|1335199645|nomail|SonyEricssonC905|82.145.211.28|
Сич|1335202169|nomail|SonyEricssonW880i|82.145.208.86|
Jmjmwjtjm|1335207484|nomail|SonyEricssonW995/R1FA Browser/NetFront/3.4 Profile/MIDP-2.1 Configuration/CLDC-1.1 JavaPlatform/JP-8.4.3|217.118.66.46|
vorobeislawik|1335210912|nomail|Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko/20100101 Firefox/11.0|178.92.191.79|
vorobeislawik1|1335210945|nomail|Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko/20100101 Firefox/11.0|178.92.191.79|
worobei30|1335210959|nomail|Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko/20100101 Firefox/11.0|178.92.191.79|
worobei|1335210966|nomail|Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko/20100101 Firefox/11.0|178.92.191.79|
Elparadise|1335226956|nomail|SonyEricssonK510i/R4CH Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1|91.184.96.9|
Каторжник|1335230019|nomail|NOKIA5320/UC Browser8.0.3.107/28/400/UCWEB|88.154.93.167|
еремка|1335235895|nomail|Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 8.12; MSIEMobile 6.0) acer_E101|90.133.19.222|
Киевская Русь|1335243180|nomail|SAMSUNG-GT-S5230W/S523WXEJD1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|109.86.188.179|
Русь|1335243214|nomail|SAMSUNG-GT-S5230W/S523WXEJD1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|109.86.188.179|
Князьград|1335243273|nomail|SAMSUNG-GT-S5230W/S523WXEJD1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|109.86.188.179|
Харьковград|1335243454|nomail|SAMSUNG-GT-S5230W/S523WXEJD1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|109.86.188.179|
Харьков|1335243497|nomail|SAMSUNG-GT-S5230W/S523WXEJD1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|109.86.188.179|
Порт Рояль|1335243571|nomail|SAMSUNG-GT-S5230W/S523WXEJD1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|109.86.188.179|
|1335249280|nomail|Opera/9.80 (Windows NT 5.1; U; en) Presto/2.10.229 Version/11.62|95.104.81.84|
|1335249283|nomail|Opera/9.80 (Windows NT 5.1; U; en) Presto/2.10.229 Version/11.62|95.104.81.84|
|1335249285|nomail|Opera/9.80 (Windows NT 5.1; U; en) Presto/2.10.229 Version/11.62|95.104.81.84|
|1335249287|nomail|Opera/9.80 (Windows NT 5.1; U; en) Presto/2.10.229 Version/11.62|95.104.81.84|
avtolola|1335249407|nomail|Opera/9.80 (Windows NT 5.1; U; en) Presto/2.10.229 Version/11.62|95.104.81.84|
avtolola|1335249412|nomail|Opera/9.80 (Windows NT 5.1; U; en) Presto/2.10.229 Version/11.62|95.104.81.84|
aristokrat|1335249426|nomail|Opera/9.80 (Windows NT 5.1; U; en) Presto/2.10.229 Version/11.62|95.104.81.84|
Критски|1335249517|nomail|Nokia6300/2.0 (05.00) Profile/MIDP-2.0 Configuration/CLDC-1.1|82.145.209.120|
просто бин|1335251502|nomail|Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.62|85.158.151.237|
UkrainaFCSD|1335253005|nomail|Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 Nokia5530c-2/32.0.007; Profile/MIDP-2.1 Configuration/CLDC-1.1; ru) AppleWebKit/525 (KHTML, like Gecko) BrowserNG/7.2.6.9|82.145.210.189|
|1335261147|nomail|Opera/9.80 (Windows NT 6.1; U; MRSPUTNIK OW 2, 3, 0, 227; MRA 5.8 (build 4664); ru) Presto/2.10.229 Version/11.62|31.135.59.111|
|1335261154|nomail|Opera/9.80 (Windows NT 6.1; U; MRSPUTNIK OW 2, 3, 0, 227; MRA 5.8 (build 4664); ru) Presto/2.10.229 Version/11.62|31.135.59.111|
Rezident Evil|1335265772|nomail|SAMSUNG-GT-C3300K/C3300KXXJG8 Profile/MIDP-2.0 Configuration/CLDC-1.1 Untrusted/1.0|90.143.139.244|
Funny Kiss|1335265845|nomail|SAMSUNG-GT-C3300K/C3300KXXJG8 Profile/MIDP-2.0 Configuration/CLDC-1.1 Untrusted/1.0|90.143.139.244|
asdasd|1335270413|nomail|Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19|37.61.12.78|
asdasdsad|1335270419|nomail|Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19|37.61.12.78|
Chapic|1335275598|nomail|Mozilla/5.0 (Java; U; ru; samsung-gt-s5620) UCBrowser8.2.1.144/69/352/UCWEB Mobile UNTRUSTED/1.0|31.192.105.99|
gwyw777|1335278178|nomail|Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 Nokia5800d-1/50.0.005; Profile/MIDP-2.1 Configuration/CLDC-1.1; ru) AppleWebKit/525 (KHTML, like Gecko) BrowserNG/7.2.3.0|80.239.242.186|
|1335280132|nomail|Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 NokiaX6-00/21.0.004; Profile/MIDP-2.1 Configuration/CLDC-1.1; ru) AppleWebKit/525 (KHTML, like Gecko) BrowserNG/7.2.5.2|82.145.216.19|
Virus!!!|1335290113|nomail|Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.99 Version/11.50|94.240.124.30|
ggggg|1335297051|nomail|Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19|213.87.137.128|
zzzzzzzzzzzzzzzzzz|1335297062|nomail|Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19|213.87.137.128|
зк|1335325704|nomail|Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 NokiaX6-00/21.0.004; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.2.5.2 3gpp-gba|46.227.184.136|
4erep-uhka|1335335755|nomail|Nokia5130c-2|217.212.231.6|
siski|1335336840|nomail|Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko/20100101 Firefox/11.0|83.149.46.193|
Москва|1335339744|nomail|Mozilla/5.0 (Linux; U; Android 2.2.1; ru-ru; HTC Wildfire Build/FRG83D) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|82.145.208.168|
Sasha7|1335346482|nomail|Nokia3110c/2.0 (06.60) Profile/MIDP-2.0 Configuration/CLDC-1.1|46.211.183.240|
omen|1335351494|nomail|SAMSUNG-GT-S5610/S5610XXKH9 NetFront/4.1 Profile/MIDP-2.0 Configuration/CLDC-1.1|213.87.139.232|
omen666|1335351509|nomail|SAMSUNG-GT-S5610/S5610XXKH9 NetFront/4.1 Profile/MIDP-2.0 Configuration/CLDC-1.1|213.87.139.232|
Злой Сиб|1335353981|nomail|Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1103231405; U; ru) Presto/2.7.81 Version/11.00|85.26.231.31|
-Злой Сиб-|1335354004|nomail|Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1103231405; U; ru) Presto/2.7.81 Version/11.00|85.26.231.31|
-Злой-Сиб-|1335354034|nomail|Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1103231405; U; ru) Presto/2.7.81 Version/11.00|85.26.231.31|
ричъ|1335363883|nomail|Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 Nokia5530c-2/32.0.007; Profile/MIDP-2.1 Configuration/CLDC-1.1; ru) AppleWebKit/525 (KHTML, like Gecko) BrowserNG/7.2.6.9|82.145.211.114|
|1335365699|nomail|Nokia6070/2.0 (03.20) Profile/MIDP-2.0 Configuration/CLDC-1.1|77.244.116.2|
|1335365734|nomail|Nokia6070/2.0 (03.20) Profile/MIDP-2.0 Configuration/CLDC-1.1|77.244.116.2|
|1335365763|nomail|Nokia6070/2.0 (03.20) Profile/MIDP-2.0 Configuration/CLDC-1.1|77.244.116.2|
|1335365766|nomail|Nokia6070/2.0 (03.20) Profile/MIDP-2.0 Configuration/CLDC-1.1|77.244.116.2|
HORDI |1335365976|nomail|SonyEricssonK800i|82.145.216.13|
!HORDI! |1335366002|nomail|SonyEricssonK800i|82.145.216.13|
|1335368431|nomail|Nokia6700c-1/2.0 (13.10) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|217.168.176.4|
Baku|1335368445|nomail|Nokia6700c-1/2.0 (13.10) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|217.168.176.4|
Уфа дамир|1335386680|nomail|Mozilla/5.0 (Java; U; ru; nokian82) UCBrowser8.2.1.144/69/352/UCWEB Mobile UNTRUSTED/1.0|31.192.105.105|
спартак|1335408354|nomail|Mozilla/5.0 (Linux; U; Android 2.1-update1; ru-ru; U20i Build/2.1.1.A.0.6) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17|80.239.242.152|
спартак49518|1335408363|nomail|Mozilla/5.0 (Linux; U; Android 2.1-update1; ru-ru; U20i Build/2.1.1.A.0.6) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17|80.239.242.152|
|1335456834|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
|1335456852|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
|1335456854|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
Мадрид|1335456935|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
|1335457171|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
|1335457172|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
Мадрид|1335457184|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
Мадрид|1335457192|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
Мадрид|1335457206|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
Мадрид|1335457231|nomail|SAMSUNG-GT-S5230/S523MXEJF1 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.184.94|
Зенит|1335463388|nomail|Nokia6300|217.212.231.27|
Астрахань|1335463410|nomail|Nokia6300|217.212.231.27|
Астрахань 2|1335463426|nomail|Nokia6300|217.212.231.27|
VinniGirlenD|1335472548|nomail|? # ?|80.239.242.13|
шако|1335477280|nomail|Mozilla/5.0 (SymbianOS/9.3; Series60/3.2 Nokia5730s-1/200.12.87; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.1.1|213.87.130.36|
Igor77|1335497364|nomail|Mozilla/5.0 (Java; U; ru; samsung-gt-s5250) UCBrowser8.2.1.144/69/400/UCWEB Mobile UNTRUSTED/1.0|31.192.105.97|
StarOFF|1335514622|nomail|? # ?|217.212.231.67|
Zagir|1335518211|nomail|NOKIAN95/UC Browser7.8.0.95/28/400|85.26.155.196|
Zagir666|1335518227|nomail|NOKIAN95/UC Browser7.8.0.95/28/400|85.26.155.196|
migom|1335528211|nomail|Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1109211774; U; ru) Presto/2.8.149 Version/11.10|141.0.9.61|
1929|1335529552|nomail|Mozilla/5.0 (Linux; U; Android 2.3.6; ru-ru; GT-I9003 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|77.217.5.134|
парень55|1335538050|nomail|SAMSUNG-GT-S3310/1.0 SHP/VPP/R5 NetFront/3.4 SMM-MMS/1.2.0 profile/MIDP-2.0 configuration/CLDC-1.1|217.118.83.153|
Османская империя |1335544678|nomail|Nokia2700c-2/2.0 (09.97) Profile/MIDP-2.1 Configuration/CLDC-1.1|80.239.243.157|
Княжество Никиты|1335544772|nomail|Nokia2700c-2/2.0 (09.97) Profile/MIDP-2.1 Configuration/CLDC-1.1|80.239.243.157|
Княжество Ника|1335544788|nomail|Nokia2700c-2/2.0 (09.97) Profile/MIDP-2.1 Configuration/CLDC-1.1|80.239.243.157|
Княжес Ника|1335544799|nomail|Nokia2700c-2/2.0 (09.97) Profile/MIDP-2.1 Configuration/CLDC-1.1|80.239.243.157|
таганрог|1335549308|nomail|Mozilla/4.0 (compatible; MSIE 4.01; Windows CE; PPC)/UC Browser7.8.0.95|31.192.105.105|
таганрог|1335549376|nomail|Mozilla/4.0 (compatible; MSIE 4.01; Windows CE; PPC)/UC Browser7.8.0.95|31.192.105.105|
глофиш|1335549488|nomail|Mozilla/4.0 (compatible; MSIE 4.01; Windows CE; PPC)/UC Browser7.8.0.95|31.192.105.105|
Alik|1335554829|nomail|NokiaX2-01/5.0 (08.70) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|176.28.81.2|
gubaha|1335559014|nomail|Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.62|82.145.210.159|
Коляндия|1335580343|nomail|NokiaX2-01/5.0 (08.70) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|46.227.184.144|
Черный ангел|1335580385|nomail|NokiaX2-01/5.0 (08.70) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|46.227.184.144|
ЧерныйАнгел|1335580405|nomail|NokiaX2-01/5.0 (08.70) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|46.227.184.144|
БелыйАнгел|1335580436|nomail|NokiaX2-01/5.0 (08.70) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|46.227.184.144|
Lizard|1335607201|nomail|? # ?|80.239.243.224|
Lizards|1335607221|nomail|? # ?|80.239.243.224|
гвардейская|1335608453|nomail|? # ?|217.212.231.136|
валуевка|1335609616|nomail|? # ?|80.239.243.132|
константинопль|1335613657|nomail|SEC-SGHX500 UNTRUSTED/1.0|91.203.96.118|
константинопль|1335613693|nomail|SEC-SGHX500 UNTRUSTED/1.0|91.203.96.118|
адлер|1335613694|nomail|SEC-SGHX500 UNTRUSTED/1.0|91.203.96.118|
адлер|1335613730|nomail|SEC-SGHX500 UNTRUSTED/1.0|91.203.96.118|
ТИМОШЕВСК|1335613730|nomail|SEC-SGHX500 UNTRUSTED/1.0|91.203.96.118|
тимошевск|1335613754|nomail|SEC-SGHX500 UNTRUSTED/1.0|91.203.96.118|
тимошевск|1335613799|nomail|SEC-SGHX500 UNTRUSTED/1.0|91.203.96.118|
Казачество|1335614252|nomail|Mozilla/5.0 (S60V5; U; ru; NokiaC7-00)/UC Browser8.2.0.132/50/400/UCWEB Mobile|95.153.188.57|
Казачество|1335614263|nomail|Mozilla/5.0 (S60V5; U; ru; NokiaC7-00)/UC Browser8.2.0.132/50/400/UCWEB Mobile|95.153.188.57|
ctepanchik|1335625530|nomail|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.62|188.244.153.81|
Виктор русь|1335627506|nomail|NokiaC2-00/2.0 (03.45) Profile/MIDP-2.1 Configuration/CLDC-1.1|217.212.231.140|
zodiak|1335631975|nomail|Opera/9.80 (Windows NT 6.1; U; MRA 5.10 (build 5308); ru) Presto/2.10.229 Version/11.62|81.17.89.248|
коксс|1335638876|nomail|Opera/9.80 (Windows Mobile; WCE; Opera Mobi/WMD-50369; U; en) Presto/2.4.13 Version/10.00|217.118.83.251|
